HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,deck,deck_num,deck_side,group,group_number,RoomService_cat,FoodCourt_cat,ShoppingMall_cat,Spa_cat,VRDeck_cat
Earth,False,TRAPPIST-1e,44.0,False,6.54,0.0,2.77,0.0,0.0,Maura Cookson,F,74,P,0336,1,True,False,True,False,False
Earth,False,TRAPPIST-1e,44.0,False,0.0,5.3,4.85,6.13,0.0,Artis Hanghanson,E,109,S,1428,1,False,True,True,True,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Raceky Cartz,G,442,S,2768,2,False,False,False,False,False
Mars,False,TRAPPIST-1e,32.0,True,7.07,0.0,1.39,0.0,0.0,Unchal Crité,D,204,P,6468,4,True,False,True,False,False
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Cheliak Contery,B,59,P,2009,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Kellyons,G,500,S,3162,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,26.0,False,6.43,0.0,4.58,2.4,4.91,Dell Wartyson,F,185,S,0994,2,True,False,True,True,True
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,7.89,4.01,Vina Chardsons,F,307,S,1602,1,False,False,False,True,True
Mars,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Blakes Saf,E,356,S,5507,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,42.0,False,0.69,8.01,0.0,4.49,2.3,Acceleb Unrent,E,179,S,2564,1,True,True,False,True,True
Earth,False,TRAPPIST-1e,28.0,False,2.08,0.0,8.28,0.0,2.2,Andie Rices,G,982,P,6059,1,True,False,True,False,True
Europa,False,TRAPPIST-1e,28.0,False,4.38,6.72,0.0,8.41,8.36,Mesarid Pinoffent,B,120,P,3771,1,True,True,False,True,True
Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Les Brele,F,937,S,4927,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,29.0,False,0.0,7.83,0.0,2.77,6.55,Teronan Conaly,B,62,S,1455,2,False,True,False,True,True
Earth,False,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Alley Micknightt,G,532,P,3271,2,False,False,False,False,False
Earth,False,PSO J318.5-22,17.0,False,0.0,3.0,0.0,2.64,6.78,Natald Haydenzier,F,1174,S,6141,1,False,True,False,True,True
Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Olgary Lopelases,G,1493,P,9161,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,22.0,False,2.2,0.0,6.68,0.0,0.0,Ferry Mcclayton,F,81,S,0447,1,True,False,True,False,False
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Viviay Hanner,G,619,P,3785,1,False,False,False,False,False
Earth,False,55 Cancri e,20.0,False,7.86,6.83,0.0,6.76,0.69,Nancey Horndley,G,538,P,3295,1,True,True,False,True,True
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Becca Hornettoney,G,1071,S,6585,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,46.0,False,4.65,5.81,0.0,4.28,5.96,Tricky Rodricker,F,757,P,3642,1,True,True,False,True,True
Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Wal Hapie,F,648,P,3124,3,False,False,False,False,False
Europa,False,55 Cancri e,50.0,False,0.0,8.42,0.0,0.0,5.59,Weias Clinarfork,B,144,P,4441,3,False,True,False,False,True
Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Wifts Nake,F,1477,S,7742,1,False,False,False,False,False
Earth,True,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Maya Vandan,G,904,S,5601,5,False,False,False,False,False
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Janee Canton,G,330,P,2055,6,False,False,False,False,False
Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Trick Gainney,G,1055,P,6511,2,False,False,False,False,False
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Anda Lardy,G,580,S,3600,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,14.0,False,7.46,0.0,5.82,0.0,0.0,Tifet Perie,E,575,P,8941,3,True,False,True,False,False
Earth,False,PSO J318.5-22,23.0,False,2.08,5.15,0.0,6.96,0.0,Jeret Hendrewsons,F,1410,P,6786,1,True,True,False,True,False
Earth,False,55 Cancri e,21.0,False,0.0,0.0,6.81,3.89,0.0,Philda Yorkland,G,95,P,0618,1,False,False,True,True,False
Earth,False,TRAPPIST-1e,53.0,False,0.0,4.22,0.0,6.82,1.39,Anthia Willangsey,G,945,S,5827,1,False,True,False,True,True
Europa,False,TRAPPIST-1e,22.0,False,0.0,9.09,3.04,7.7,2.94,Luxion Clumshangs,D,56,P,1829,3,False,True,True,True,True
Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Celeon Pressive,B,202,S,5254,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Ankalik Nateansive,D,18,S,0512,2,False,False,False,False,False
Earth,False,55 Cancri e,24.0,False,0.69,6.47,0.0,0.0,0.0,Rice Mejiaddox,F,1766,P,8611,1,True,True,False,False,False
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Neutrin Mirinanty,E,477,P,7376,1,False,False,False,False,False
Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Repart Purte,F,725,P,3515,1,False,False,False,False,False
Europa,False,55 Cancri e,34.0,False,3.09,8.71,0.0,7.27,5.79,Anyoni Unconary,C,0,P,0026,1,True,True,False,True,True
Europa,False,TRAPPIST-1e,37.0,False,0.0,5.35,0.0,8.32,0.0,Teron Healted,D,97,S,2984,1,False,True,False,True,False
Europa,False,TRAPPIST-1e,36.0,False,0.0,8.47,0.0,8.96,4.56,Bens Aneetle,D,81,S,2373,1,False,True,False,True,True
Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Caish Leste,F,187,S,1002,1,False,False,False,False,False
Europa,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Nunkib Alindiveng,B,287,S,7574,1,False,False,False,False,False
Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Alrak Witeronfus,E,264,S,3928,2,False,False,False,False,False
Mars,False,TRAPPIST-1e,41.0,False,8.22,0.0,0.0,0.0,2.89,Sugark Cusa,D,63,P,1974,1,True,False,False,False,True
Earth,False,TRAPPIST-1e,30.0,False,6.4,0.0,3.91,4.99,0.69,Kaye Guerson,F,1742,S,8997,2,True,False,True,True,True
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Besse Whitez,G,568,S,3530,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,25.0,False,0.0,8.37,0.0,5.16,4.09,Celavar Galoquid,C,206,S,5292,1,False,True,False,True,True
Earth,True,PSO J318.5-22,47.0,False,0.0,0.0,0.0,0.0,0.0,Kelle Hickson,G,547,P,3352,1,False,False,False,False,False
Earth,False,55 Cancri e,13.0,False,0.0,1.95,0.0,5.83,5.88,Craine Santantines,F,136,P,0636,1,False,True,False,True,True
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,6.32,0.0,Dianya Salin,F,1195,P,5757,1,False,False,False,True,False
Earth,False,TRAPPIST-1e,17.0,False,6.6,0.0,0.69,3.0,0.0,Rice Camerrison,F,420,P,2129,1,True,False,True,True,False
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Tostex Khaf,F,995,S,5192,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,35.0,False,7.03,4.73,3.95,0.0,0.0,Cus Ble,E,25,P,0408,1,True,True,True,False,False
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Courta Barrison,G,808,P,5000,1,False,False,False,False,False
Earth,False,PSO J318.5-22,20.0,False,6.05,0.0,5.39,0.69,0.0,Rankie Graneyes,F,1793,P,8716,1,True,False,True,True,False
Europa,True,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Golaron Tronsive,C,123,P,3699,1,False,False,False,False,False
Earth,False,PSO J318.5-22,21.0,False,0.0,0.0,6.52,1.39,0.0,Joana Lynnerett,E,122,P,1960,2,False,False,True,True,False
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Karie Gordond,G,999,S,6168,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,31.0,False,2.64,1.61,0.0,6.68,0.0,Eilan Hinesh,F,171,P,0830,1,True,True,False,True,False
Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Leonyl Meltonway,G,1289,S,7976,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,31.0,False,0.0,8.44,2.08,6.42,0.0,Pheino Platch,C,308,P,9197,3,False,True,True,True,False
Mars,False,TRAPPIST-1e,31.0,False,6.85,4.42,2.94,0.0,0.0,Risps Cuche,E,562,P,8749,1,True,True,True,False,False
Earth,False,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,7.6,2.89,Kurta Hoodgers,F,1239,P,6011,1,False,False,False,True,True
Earth,False,TRAPPIST-1e,52.0,False,0.0,6.73,0.0,0.69,2.08,Nichad Baldson,G,790,P,4901,1,False,True,False,True,True
Mars,False,PSO J318.5-22,34.0,False,5.09,0.0,6.54,3.33,0.0,Igrish Win,D,177,S,5902,1,True,False,True,True,False
Europa,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Alatrin Inghting,B,166,S,4249,2,False,False,False,False,False
Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Lesley Casez,G,1339,P,8248,1,False,False,False,False,False
Earth,False,55 Cancri e,38.0,False,0.0,6.54,0.0,3.89,6.78,Belly Schwardson,E,244,S,3640,1,False,True,False,True,True
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lerion Ewiseston,G,1108,P,6816,5,False,False,False,False,False
Europa,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,Shail Sparsaxle,C,249,S,6734,2,False,False,False,False,False
Europa,False,TRAPPIST-1e,35.0,False,0.0,8.94,0.0,5.87,6.56,Lesaton Inicont,C,216,S,5737,2,False,True,False,True,True
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Tops Cart,E,352,P,5625,4,False,False,False,False,False
Earth,False,TRAPPIST-1e,18.0,False,2.56,6.71,3.3,0.0,3.83,Maryn Mayson,G,1445,S,8967,1,True,True,True,False,True
Earth,True,TRAPPIST-1e,71.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Flemaney,G,150,S,0984,8,False,False,False,False,False
Europa,False,TRAPPIST-1e,29.0,False,0.0,8.55,0.0,4.91,3.47,Hadaron Gulcepusy,A,99,S,8220,1,False,True,False,True,True
Mars,False,TRAPPIST-1e,42.0,False,8.32,0.0,3.58,0.0,7.51,Ples Pamca,F,940,P,4568,1,True,False,True,False,True
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Oalls Derry,F,1357,S,7106,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Heidie Mcguirez,G,934,S,5758,1,False,False,False,False,False
Earth,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Pamiea Bryants,G,662,P,4035,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Clard Hardson,G,843,P,5216,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,6.88,3.37,0.0,Emmax Alvasquez,F,1091,S,5707,1,False,False,True,True,False
Europa,False,TRAPPIST-1e,45.0,False,1.1,7.76,7.0,6.21,0.0,Aino Chpeng,B,118,S,3229,1,True,True,True,True,False
Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Panter Cres,F,1396,P,6719,1,False,False,False,False,False
Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Melvia Pentss,G,546,P,3338,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Claine Rilley,G,109,P,0714,2,False,False,False,False,False
Earth,True,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,Charry Rilley,G,109,P,0714,4,False,False,False,False,False
Europa,False,TRAPPIST-1e,25.0,False,0.0,8.19,0.0,3.3,0.0,Sadlami Chhaft,C,232,P,7176,3,False,True,False,True,False
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Lies Leste,F,1545,P,7475,2,False,False,False,False,False
Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Bonutz Cola,F,1550,P,7498,2,False,False,False,False,False
Europa,False,TRAPPIST-1e,23.0,False,4.23,8.72,0.0,0.0,5.37,Grum Stersetery,C,255,S,6921,3,True,True,False,False,True
Europa,False,TRAPPIST-1e,28.0,False,0.0,6.0,0.0,4.91,9.11,Altanin Praded,B,40,P,1123,1,False,True,False,True,True
Europa,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Errairk Crakete,D,288,P,9034,2,False,False,False,False,False
Mars,False,TRAPPIST-1e,33.0,False,6.33,0.0,4.98,6.39,0.0,Hal Facke,E,414,S,6230,1,True,False,True,True,False
Europa,False,TRAPPIST-1e,29.0,False,0.0,7.03,0.0,7.53,6.98,Astorux Fawnsive,C,35,P,0933,2,False,True,False,True,True
Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Saxinon Rimplighty,B,260,S,6843,2,False,False,False,False,False
Mars,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Weers Che,D,102,P,3189,1,False,False,False,False,False
Earth,True,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,Ericia Sellahaney,G,81,P,0529,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Betenif Nalanet,C,18,P,0539,4,False,False,False,False,False
Mars,False,TRAPPIST-1e,22.0,False,6.57,0.0,6.59,5.78,0.0,Lucan Surry,D,103,P,3213,1,True,False,True,True,False
Earth,False,TRAPPIST-1e,19.0,False,3.89,6.52,0.0,0.0,3.83,Jerrye Briggston,F,1720,P,8362,1,True,True,False,False,True
Europa,True,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Alaron Holiabler,D,68,P,2310,1,False,False,False,False,False
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Edgary Sextones,G,1353,P,8324,1,False,False,False,False,False
Earth,False,55 Cancri e,19.0,False,4.67,0.0,6.22,3.87,0.0,Done Litthews,F,1046,P,5133,4,True,False,True,True,False
Earth,False,TRAPPIST-1e,21.0,False,6.87,0.0,3.14,1.1,0.0,Timmy Waterson,E,102,S,1370,1,True,False,True,True,False
Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Phargak Springht,B,323,S,8354,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,44.0,False,4.43,0.0,5.73,0.0,7.07,Lynnie Simpsonks,F,1685,S,8703,1,True,False,True,False,True
Europa,False,TRAPPIST-1e,28.0,False,0.0,8.38,0.0,5.23,0.0,Azharga Obnoftle,C,226,P,6988,2,False,True,False,True,False
Europa,False,TRAPPIST-1e,59.0,False,0.0,9.71,0.0,5.78,0.0,Astrark Sinecthex,C,16,P,0510,1,False,True,False,True,False
Earth,False,TRAPPIST-1e,37.0,False,5.96,0.0,0.0,8.12,1.1,Carlie Steinardson,G,873,S,5421,1,True,False,False,True,True
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Jillie Sweett,G,1441,S,8939,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,32.0,False,8.0,8.12,4.82,4.04,3.74,Coxatik Gleroling,C,65,S,1767,3,True,True,True,True,True
Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Giedir Belstrut,B,249,S,6406,2,False,False,False,False,False
Europa,False,55 Cancri e,41.0,False,6.58,6.46,0.69,7.35,8.48,Alcorix Unressind,C,163,P,5208,2,True,True,True,True,True
Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Caphirk Matimple,B,257,P,7870,1,False,False,False,False,False
Earth,False,PSO J318.5-22,24.0,False,4.65,0.0,3.61,6.25,0.0,Glenna Valezaley,F,694,S,3677,1,True,False,True,True,False
Mars,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Aps Hotte,F,981,P,4822,1,False,False,False,False,False
Mars,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Caw Panad,F,611,P,2927,1,False,False,False,False,False
Europa,False,55 Cancri e,40.0,False,0.0,8.31,8.72,4.06,4.61,Elebola Opshaft,B,39,P,1112,1,False,True,True,True,True
Earth,False,TRAPPIST-1e,24.0,False,6.53,0.0,2.56,0.0,0.0,Dory Sextones,F,1645,S,8540,1,True,False,True,False,False
Earth,False,TRAPPIST-1e,36.0,False,0.0,3.95,2.08,0.0,8.33,Briany Sellahaney,G,824,S,5034,1,False,True,True,False,True
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Graw Wate,D,276,P,8783,2,False,False,False,False,False
Europa,False,55 Cancri e,49.0,False,0.0,7.94,6.99,4.7,7.03,Sadares Aindlylid,B,331,S,8475,1,False,True,True,True,True
Europa,False,55 Cancri e,36.0,False,6.72,8.62,4.87,3.85,7.07,Girtan Oilpuring,C,86,S,2404,3,True,True,True,True,True
Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,6.62,0.0,5.05,Glenry Parklaney,E,33,P,0522,1,False,False,True,False,True
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Bookerson,G,1128,S,6928,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,38.0,False,0.0,6.66,0.0,0.0,0.0,Ebonya Duranks,G,965,P,5967,2,False,True,False,False,False
Earth,False,TRAPPIST-1e,38.0,False,7.32,0.0,0.0,3.3,0.0,Prilly Shieldson,F,47,P,0217,1,True,False,False,True,False
Earth,False,PSO J318.5-22,53.0,False,4.5,3.37,4.62,5.5,4.03,Phia Yorkland,G,1321,P,8156,1,True,True,True,True,True
Europa,False,55 Cancri e,39.0,False,4.66,5.49,4.84,1.95,8.51,Taurak Shricatory,C,158,S,4371,2,True,True,True,True,True
Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Rician Mondsey,G,1168,P,7261,1,False,False,False,False,False
Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Branev Ousious,C,21,P,0571,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,25.0,True,0.0,0.0,0.0,0.0,0.0,Kitauva Fawnsive,C,323,S,8581,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Mark Tairbatic,C,192,S,4888,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,6.79,0.0,0.0,Fayene Oneiles,G,954,S,5885,8,False,False,True,False,False
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Idave Simmonders,G,816,P,5057,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,37.0,False,0.0,6.17,0.0,0.0,8.87,Algork Amblereld,C,173,S,4609,1,False,True,False,False,True
Europa,False,55 Cancri e,34.0,False,0.0,7.41,0.0,3.93,7.29,Alzird Distured,C,53,P,1452,3,False,True,False,True,True
Europa,False,TRAPPIST-1e,28.0,False,0.0,8.84,0.0,3.37,3.81,Shelik Preeldy,A,57,P,6028,5,False,True,False,True,True
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,7.38,0.0,Tricky Alfordonard,E,87,S,1221,2,False,False,False,True,False
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Sall Rigginsen,G,894,S,5545,2,False,False,False,False,False
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,E,6,S,0111,1,False,False,False,False,False
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Fayel Morandry,G,517,S,3255,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Janee Holliams,G,1402,P,8638,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,21.0,False,0.0,1.61,0.0,6.53,2.3,Miken Leonaldez,F,1737,P,8466,1,False,True,False,True,True
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Dow Chate,E,544,P,8542,1,False,False,False,False,False
Mars,True,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Rahars Casty,F,1308,P,6327,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Kerrie Simstravery,G,176,S,1141,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,20.0,False,6.82,2.48,3.22,5.32,5.74,Wings Part,F,623,S,3293,1,True,True,True,True,True
Earth,False,TRAPPIST-1e,21.0,False,0.0,4.85,5.34,1.39,5.95,Luise Saundez,F,1102,S,5776,1,False,True,True,True,True
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Stance Ingston,G,887,S,5510,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,53.0,False,7.39,0.0,0.0,0.0,1.95,Jilly Holton,E,570,S,8744,1,True,False,False,False,True
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Graven Blie,F,1476,S,7738,1,False,False,False,False,False
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Hene Litthews,G,829,P,5133,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Leenny Burchrison,G,1340,S,8302,1,False,False,False,False,False
Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Sugard Fone,F,120,P,0585,2,False,False,False,False,False
Europa,True,55 Cancri e,61.0,False,0.0,0.0,0.0,0.0,0.0,Alraixa Graciansus,C,20,P,0555,1,False,False,False,False,False
Europa,False,55 Cancri e,31.0,False,0.0,7.38,8.31,8.32,4.82,Menkaa Cathome,C,218,P,6853,1,False,True,True,True,True
Earth,False,TRAPPIST-1e,30.0,False,3.47,5.19,6.21,0.0,4.6,Benry Cardner,G,1410,S,8762,1,True,True,True,False,True
Earth,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Anda Fryan,G,961,S,5909,2,False,False,False,False,False
Earth,False,55 Cancri e,34.0,False,4.26,0.0,5.49,5.97,0.0,Racey Powery,G,627,S,3830,1,True,False,True,True,False
Earth,False,TRAPPIST-1e,38.0,False,0.0,6.74,1.1,3.53,0.0,Shalle Cartz,G,1382,P,8480,2,False,True,True,True,False
Europa,False,55 Cancri e,37.0,False,0.0,4.5,0.0,8.1,2.4,Suhelik Sterly,B,239,S,6215,2,False,True,False,True,True
Mars,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Guink Reake,F,1004,P,4929,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,43.0,False,6.3,0.0,3.71,6.57,0.0,Wins Stpie,E,153,S,2092,2,True,False,True,True,False
Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Scotty Hurchez,G,1074,P,6638,1,False,False,False,False,False
Mars,False,TRAPPIST-1e,41.0,False,5.48,0.0,6.95,0.0,0.0,Berk Wooes,F,1162,S,6096,1,True,False,True,False,False
Earth,False,TRAPPIST-1e,22.0,False,0.0,6.62,2.08,0.0,5.75,Lynez Hartz,F,1113,P,5415,1,False,True,True,False,True
Europa,False,55 Cancri e,49.0,False,0.0,8.95,0.0,9.47,0.0,Goros Healted,B,268,S,7109,1,False,True,False,True,False
Europa,False,55 Cancri e,13.0,False,7.1,8.41,0.0,8.3,4.04,Marin Hednigic,C,290,P,8826,1,True,True,False,True,True
Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Misaleh Ennalve,B,105,P,3391,1,False,False,False,False,False
Europa,False,TRAPPIST-1e,29.0,False,1.39,8.14,0.0,0.0,0.0,Meropus Sprender,D,111,P,3490,1,True,True,False,False,False
Europa,False,55 Cancri e,51.0,True,0.0,5.66,0.0,7.27,4.19,Ranark Patimonne,A,87,S,7148,1,False,True,False,True,True
Earth,False,TRAPPIST-1e,36.0,False,0.69,0.0,0.0,7.58,2.94,Krisa Yanton,F,114,S,0641,1,True,False,False,True,True
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Colf Deva,F,41,S,0222,2,False,False,False,False,False
Earth,False,TRAPPIST-1e,21.0,False,4.45,1.1,5.0,5.34,5.8,Gordo Simson,F,1894,P,9272,2,True,True,True,True,True
Earth,False,TRAPPIST-1e,30.0,False,6.15,0.0,0.0,0.0,5.66,Sallie Gainney,G,1341,S,8313,1,True,False,False,False,True
Earth,False,TRAPPIST-1e,26.0,False,7.29,0.0,1.95,1.61,0.0,Jenne Mckins,F,1830,P,8884,1,True,False,True,True,False
Earth,False,TRAPPIST-1e,43.0,False,6.55,4.54,0.0,0.0,0.0,Elindy Mckinn,E,588,P,9185,1,True,True,False,False,False
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Clarry Dillips,G,458,S,2882,1,False,False,False,False,False
Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Dixiel Dawsoncis,G,720,P,4364,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,18.0,False,6.67,0.0,0.69,0.0,2.94,Chelsa Fultz,G,195,S,1289,2,True,False,True,False,True
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Auvara Cowtale,C,234,P,7189,1,False,False,False,False,False
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Grafik Bagint,D,107,P,3310,1,False,False,False,False,False
Earth,False,TRAPPIST-1e,24.0,False,7.12,0.0,0.0,0.0,1.1,Lanedy Mclardson,F,1005,S,5243,1,True,False,False,False,True
Mars,False,TRAPPIST-1e,25.0,False,5.82,5.77,3.47,2.71,0.0,Kris Trad,F,1472,S,7724,1,True,True,True,True,False
Earth,False,TRAPPIST-1e,19.0,False,0.0,7.02,1.39,0.0,0.0,Arlen Vincenton,F,492,S,2552,1,False,True,True,False,False
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Andrey Fisherry,G,355,P,2221,1,False,False,False,False,False
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Eriney Whitersone,G,703,S,4296,1,False,False,False,False,False
